start_time,end_time,words
230,235,it put all of
235,240,the toppings in a little contain oh wait oh wait bro bro was
240,245,really dedicated to reversing the ramen he prints out the ramen package oh we 're
245,250,doing this legit just like brand new you could have just used another Ramen package
250,255,no not good enough we started at 100 and now we 're at one even the little
255,260,seasoning packet I 'm shook he like reduced the sauce he did a
260,265,little reduction into a concentration and then put it all back where it belongs
265,270,you seal it off with a hair straightener and it 's like brand new congratulations you
270,275,can get one whole dollar for that now I ca n't believe bro just DIY some
275,280,packaged Ramen you can restore to factory settings revert to its
280,285,original form the dehydrated Ramen Circle and the packets I can not believe this
285,290,now sell it to somebody see if they notice a difference I wonder if somebody would cook this again and they 'd be like something
290,295,missing 50 % of the flavor is gone almost tastes like it 's been cooked before one star how
295,300,do you like your fries with ketchup on the side or ketchup drizzled on top either way
300,305,okay wrong answer this is how this guy does fries ketchup then fries then ketchup then fries
305,310,then more ketchup and another layer are you the guy who ordered extra fries with your ketchup here let me
310,315,just top you off a little bit fantastic oh man the fury completely missed the
315,320,fries it 's the best part completely normal treatment of your average ketchup lover backing
320,325,an 18 - wheeler like a pro there is no way that truck can back up into
325,330,that corner like you 're already too far ahead like how do you even do this the parking lot is full you hit the
330,335,other truck it 's so close bro you like you 're already messed up bro there 's like three spots next to it like
335,340,empty spots no you 're going to hit it you 're going to hit the car oh stop doing that stop going in and out you ai
340,345,n't a burger oh wow okay that was actually very impressive you know maybe that 's the tech the In - N - Out
345,350,until you get it right oh he 's so long and awkward it 's
350,355,just the way I like my men I hate these AI videos you 're watching
355,360,a plate of mushrooms and then what is that Suddenly It 's a bird when did it
360,365,it turned into a bird or a penguin are those Penguins bro
365,370,why are they on a plate my mushrooms they got up and walked away like it honestly feels like a
370,375,fever dream like bro what just happened that mushroom looked at me funny and then suddenly they
375,380,evolved into penguins and then walked away like who 's making these AI videos either way I do
380,385,n't like it that guy got left behind he just wanted to be a mushroom he did n't choose the penguin life I do n't like it
385,390,they be messing with my head I 'm telling you a few years from now like you 're you 're not going to be able to tell the difference
390,395,between real and AI bro I can s this video to my mom and then she 'd be like Is that real
395,400,college practices are no joke why oh why is it
400,405,moving like that how do you move your calf muscle like that like by itself there 's something
405,410,living inside there that 's about to give you a cramp if the nerve becomes injured or becomes
410,415,irritated it causes the calf muscle to involuntarily twitch that 's why he said College
415,420,practices are no joke they got his calf working overtime that thing has been awoken this a mind
420,425,of its own it 's going to be involuntarily twitching from now on because you 've worked
425,430,him so hard wait is bro standing on his door okay no standing on the
430,435,floor but wait a second he put his feet up and then his arms wait how bro just
435,440,casually defies gravity gravity just does n't exist in this room like how can you stand on one wall
440,445,yes no problem and then stand on the door like it 's no problem well I 'm so confused is this
445,450,like a optical illusion maybe you got some sticky feet I actually have no idea how we
450,455,did this okay I already know this is going to be one of them AI videos it 's going to be grapes and they 're going to transformed
455,460,into something I 'm not ready for what okay let 's see it grapes are
460,465,those kittens oh dogs yes some nonchalant grapes that turn into some
465,470,very chalant dogs I do n't like it they did n't even make their final transformation I love grapes I
470,475,'m not going to let this video ruin grapes for me these grapes are not the best we 're going to tiar rank grapes
475,480,real quick assuming they are all crunchy green grapes a these purple
480,485,grapes a these grapes B the dark purple ones also
485,490,known as Moon balls C I do n't think I 've ever had these crunchy before cotton
490,495,candy grapes B long purple grapes D no
495,500,they 're going to ruin blackberries for me too bro I was literally just eating blackberries and now
500,505,you 're going to ruin blackberries for me too and those look like the biggest most suculent blackberries I 've ever seen I
505,510,know this is going to be like AI generated it 's going to transform or something I saw it move I seen it it 's
510,515,turning into a bird ew it was n't even blackberries they were literally Birds I hate
515,520,it can we stop that 's enough food to animal AI there are two bike wheels
520,525,spinning towards the ball the ball is going to get thrown inside and it just
525,530,launches it up into the sky I was not expecting that to happen now clearly I do n't know my physics I
530,535,thought it would just be like trapped inside that ball got yeated further than Ronaldo they
535,540,took a stick put it on the waterfall and then it just like illuminated the rest of the waterfall bro
540,545,just controlled the flow of water is it physics or are you a water bender okay that
545,550,seemed very unlikely that all of these colored but wait wait wait wait wait how does it even
550,555,happen they have to be sorted by weight but like they 're all trapped inside there and then when you unleash them
555,560,all the balls go into their respective color category how 's that physics how does that even happen why are there so
560,565,much less red balls than blue balls man I would love to have this as a kid I would try to shake it up and try
565,570,to get them to mix I 'll show you physics you know I 've seen some crazy makeup but she got
570,575,her hand inside her face how 'd you do this wait where are her fingers the entire hand
575,580,was a prosthetic oh the fingers are still in there wait a second there 's another look this time the fingers
580,585,are ripping off her skin okay this is the coolest makeup I 've ever seen okay
585,590,pull it out oh wo okay it gets crazier cuz what the heck is this where is
590,595,anything on her face where is her nose where are her eyes it 's a clean canvas
595,600,okay play it I got to see where her ey oh wa that does n't explain anything else where 's her nose where
600,605,'s your mouth I sacrific my eyeballs and nose for a very large mouth what are you for
605,610,Halloween certified yapper okay that 's way too cool that is these are so
610,615,sick I love optical illusion makeup there another optical illusion on paper but it looks
615,620,like it 's a ramp like the battery is going to slide down righte it
620,625,looks like it 's going to go down a slide but it does n't and it 's making my brain hurt I do n't know how
625,630,much more of this I could take but anyways that 's all for today I hope you guys enjoyed this video If you did make
630,635,sure to hit that like button in the face and subscribe Jo the wolf pack I love you guys so
635,640,much thanks for watching bye
